Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
18bf9209-56cf-eb7c-9591-430afabdaa82,1938-07-15,,999-43-6590,S99972249,X65463935X,Mrs.,Joane83,Harber290,,Barton704,M,white,nonhispanic,F,Millbury  Massachusetts  US,982 Predovic Station Apt 76,Acton,Massachusetts,Middlesex County,,42.43878514305894,-71.47441681379323,1955846.26,38128.30,462400
da1f951e-ede3-bd47-4bf9-5838f5dbbb18,1951-01-05,,999-40-9672,S99936509,X54593458X,Mr.,Elias404,Erdman779,,,M,white,hispanic,M,Swampscott  Massachusetts  US,844 Sanford Crossroad,Lawrence,Massachusetts,Essex County,01843,42.7264098327734,-71.20805612909402,1809365.64,39614.43,105619
99249ff1-59a9-dc6e-c152-4ca393cd57c5,1992-03-26,,999-22-2990,S99922611,X61457220X,Mrs.,Azucena377,Kunde533,,Zulauf375,M,white,nonhispanic,F,Boston  Massachusetts  US,530 Watsica Trafficway Suite 89,Bridgewater,Massachusetts,Plymouth County,02324,42.00580132738247,-70.97449663976944,94785.64,8847.16,10070
3a46995f-0d6d-db33-42b9-1582414dffef,1965-11-06,,999-42-2928,S99921279,X48203812X,Mr.,Alvin56,Rempel203,,,M,white,nonhispanic,M,Westfield  Massachusetts  US,1051 Bergnaum Ramp,Hopkinton,Massachusetts,Middlesex County,,42.20962985105825,-71.52250386412081,1386293.16,0.00,63148
f64ce1fe-1931-6641-1850-2fd3e263becf,1995-05-29,,999-22-5027,S99982570,X78313144X,Mrs.,Gwen761,Hintz995,,Lakin515,M,white,nonhispanic,F,Newton  Massachusetts  US,487 Yundt Grove Suite 50,North Westport,Massachusetts,Bristol County,,41.637326406658495,-71.06656774235006,666197.16,0.00,105567
37da4ac9-e443-4af2-504f-1b791eaad28c,1995-09-14,,999-71-2929,S99960524,X59733040X,Mrs.,Starr864,Hilpert278,,Ziemann98,M,white,nonhispanic,F,Lynn  Massachusetts  US,995 Casper Promenade Unit 87,Braintree,Massachusetts,Norfolk County,02184,42.18174746197341,-71.03898387451311,650497.16,0.00,56162
9f23872b-9e3a-b3d2-1cab-0a3efe3db08b,1952-05-20,,999-47-6039,S99925601,X70466999X,Mrs.,Reina25,Arriaga291,,González124,M,white,hispanic,F,Caracas  Capital District  VE,958 Feil Mission Unit 21,Boston,Massachusetts,Suffolk County,02129,42.416438531941026,-71.06116813238171,1714211.20,2385.96,40040
53c89079-86ea-04fa-d6c0-cfbb3adc2730,1990-06-18,,999-33-8573,S99968895,X82323278X,Ms.,Birgit199,Beatty507,,,S,white,nonhispanic,F,Wellesley  Massachusetts  US,193 Feeney Avenue Suite 94,Pepperell,Massachusetts,Middlesex County,,42.63102673532511,-71.56506371467202,773218.76,0.00,258361
8993a93d-d0a9-1d95-769e-c441747964e2,1951-03-02,,999-14-3212,S99981383,X59784453X,Mr.,Ivory697,Kuhic920,,,M,white,nonhispanic,M,Fall River  Massachusetts  US,570 Greenfelder Crossroad Apt 30,Lynn,Massachusetts,Essex County,01902,42.44240267320534,-71.00765398244667,1761224.79,19227.10,79403
ef2efb78-bb60-783a-98b2-e5e40310b70f,1947-07-23,2017-09-06,999-22-4288,S99998169,X70956720X,Mr.,Edmundo94,Gottlieb798,,,M,white,nonhispanic,M,Longmeadow  Massachusetts  US,195 Murphy Knoll Suite 56,Cheshire,Massachusetts,Berkshire County,,42.537897781092155,-73.1040150677272,1645667.50,21549.82,55571
1a187a7d-3945-64fc-0d85-05f702c921fd,1963-10-01,,999-26-2945,S99918042,X4639929X,Mr.,Drew592,Mosciski958,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,1054 Schamberger Bypass,Winchendon,Massachusetts,Worcester County,01475,42.64262952670791,-72.04059249579868,180056.16,1086.04,15136
26827a07-38b2-0b35-461d-eeba026ffdac,2001-07-09,,999-77-6195,S99919713,X12687424X,Ms.,Latoyia537,Cronin387,,,,black,nonhispanic,F,Weymouth  Massachusetts  US,913 Wisozk Gardens,Plymouth,Massachusetts,Plymouth County,02360,41.923464794959834,-70.60386170517206,512186.40,0.00,973955
9149068a-3e2c-cafb-2afd-0d696db30ab4,2000-03-20,,999-93-7762,S99990359,X3446830X,Mr.,John539,Wiegand701,,,,asian,nonhispanic,M,Holliston  Massachusetts  US,659 Daugherty Loaf Apt 5,Lexington,Massachusetts,Middlesex County,,42.47868536272785,-71.19943966847124,550340.10,827.10,153669
faa9061d-d7d8-dc62-a403-21ae2582ea52,1998-10-24,,999-86-5102,S99922805,X85205443X,Ms.,Noelle559,Halvorson124,,,,white,nonhispanic,F,East Bridgewater  Massachusetts  US,992 Williamson Knoll,Longmeadow,Massachusetts,Hampden County,01106,42.07488923127588,-72.551382836107,172024.36,0.00,15510
ff7afb45-4baf-dd51-c412-d32be71f1be6,2004-08-27,,999-41-9169,S99991243,,Ms.,Delois358,Kutch271,,,,asian,nonhispanic,F,Chongqing  Chongqing Municipality  CN,298 Cruickshank Knoll Apt 84,Sudbury,Massachusetts,Middlesex County,,42.36413152636646,-71.38700162864887,498699.57,0.00,76002
aff5855f-d411-2f08-57b6-025559937742,1942-05-14,,999-95-1784,S99993978,X22745048X,Mr.,Chadwick722,Schmidt332,,,S,white,nonhispanic,M,Middleborough  Massachusetts  US,733 Kilback Promenade Apt 13,Everett,Massachusetts,Middlesex County,02148,42.41421015069507,-71.09863563506254,464263.14,2093.62,16873
59919746-ac2b-39c7-c49a-77834553de92,1952-02-20,,999-97-3270,S99920695,X59888603X,Mr.,Dewayne363,Greenholt190,,,M,white,nonhispanic,M,Haverhill  Massachusetts  US,485 Romaguera Light,Plymouth,Massachusetts,Plymouth County,,41.89620213142203,-70.66811251623562,1708644.08,15069.83,67810
6460927d-424b-296d-855f-19388be97347,1944-02-20,2008-03-09,999-87-9576,S99972155,X1528627X,Ms.,Ming325,Funk324,,,S,white,nonhispanic,F,Billerica  Massachusetts  US,716 Braun Vista,Acton,Massachusetts,Middlesex County,,42.444520906134066,-71.42683127859749,1599845.33,0.00,74184
a4d4da25-8e66-ee5b-f06f-e8c590c44b0b,1947-07-23,,999-92-8813,S99924656,X52719485X,Mr.,Nicholas495,Littel644,,,M,white,nonhispanic,M,Boston  Massachusetts  US,789 Herzog Way,Cheshire,Massachusetts,Berkshire County,,42.59493863435188,-73.10715470548358,1758546.27,53211.22,55571
73fec505-96f7-a834-8c8e-fa206fc00df4,2008-07-31,,999-72-5928,,,,Johnny786,Pfannerstill264,,,,black,nonhispanic,F,Worcester  Massachusetts  US,888 Marvin Fort Apt 5,Boston,Massachusetts,Suffolk County,02136,42.367664153480575,-70.97251824127461,280259.56,0.00,25119
c3ef52d7-38ff-0793-9df2-8898983457ca,1937-05-12,,999-90-3485,S99980778,X84605995X,Mr.,Jeramy610,Harvey63,,,M,white,nonhispanic,M,Methuen  Massachusetts  US,151 Metz Wynd Apt 60,Worcester,Massachusetts,Worcester County,01602,42.304224396304186,-71.89961362656766,294064.15,68299.26,5695
36911525-cfcd-2da7-430f-d06c5c64a092,1993-05-04,,999-93-6120,S99997613,X46371368X,Mrs.,Stephani232,Hagenes547,,Rempel203,M,black,nonhispanic,F,Malden  Massachusetts  US,624 Simonis Run Unit 15,Wilmington,Massachusetts,Middlesex County,01887,42.52287911690384,-71.21406634389544,718825.96,0.00,181604
698647eb-1819-4f8e-8e30-fbac0c1fe8b3,1975-05-28,,999-68-7131,S99950042,X78995321X,Mrs.,Samella245,Ebert178,,Von197,M,white,hispanic,F,Palmer  Massachusetts  US,1021 Robel Rest Unit 71,Plymouth,Massachusetts,Plymouth County,,41.89387040384778,-70.67177156127502,1269926.24,3046.76,108429
ad6d8703-8e3a-fcf0-d8bf-3ca6aa74f79e,1944-02-20,,999-67-8714,S99929947,X42707657X,Mrs.,Lakita48,Mitchell808,,Abernathy524,M,white,nonhispanic,F,Swampscott  Massachusetts  US,968 Adams Path,Acton,Massachusetts,Middlesex County,,42.514248410924125,-71.41318202501841,1926562.45,39163.46,74184
